sentence_id,dialogue_id,utterance_de,speaker,label,orig_dialogue_id
11,525,"- Ähm, nein. - Ach, bitte.",Ross,fear,526
12,525,"- Ähm, nein. - Ach, bitte.",Isabella,joy,526
13,525,Aber... Na gut.,Ross,neutral,526
14,525,Aber ich stehe ja gar nicht drauf.,Isabella,surprise,526
15,525,"Ähm, das ist nicht die endgültige Fassung.",Ross,neutral,526
16,525,Die ist eingeschweißt.,Isabella,anger,526
17,525,"Ähm, also, Sie standen auf meiner Liste,",Ross,neutral,526
18,525,Das ist Ironie des Schicksals. Denn ich habe auch eine Liste.,Isabella,neutral,526
19,525,Und gestern habe ich Sie für diesen Mann da hinten gestrichen.,Isabella,neutral,526
20,525,Wir bleiben einfach gute Freunde.,Ross,neutral,526
0,526,"Na los, weg hier!",Phoebe,anger,527
1,526,"Hey, Phoebe.",Chandler,joy,527
2,526,Ihr habt euch vertragen.,Phoebe,surprise,527
3,526,"Ich schaff es nicht, lange sauer zu sein.",Monica,neutral,527
4,526,Ohne Chandlers Liebe kann sie nicht leben.,Chandler,joy,527
5,526,Reserviert euch ein Zimmer.,Phoebe,disgust,527
6,526,Oh ja.,Monica,neutral,527
7,526,- Wir haben ein Zimmer. - Dann verschwindet.,Phoebe,disgust,527
0,527,"Monica, ich würde dir gern eine Frage stellen.",Rachel,surprise,528
1,527,"Joey Tribbiani hat mich gefragt, ob ich zu ihm nach Hause komme.",Rachel,neutral,528
2,527,"- Lädt er viele Frauen ein? - Ja, Rachel, viele, viele, viele.",Monica,neutral,528
3,527,Ist das nicht unglaublich? Hör mal! Joey Tribbiani!,Rachel,surprise,528
4,527,"Es geht mich ja nichts an, aber bist du nicht verheiratet?",Monica,neutral,528
5,527,"Ich wünschte, ich wäre für eine Weile nicht verheiratet.",Rachel,anger,528
0,528,"Sie versucht nur, was mit dir anzufangen, um sich an mir zu rächen.",Rachel,anger,529
1,528,"Das ist der einzige Grund, weswegen sie hergekommen ist, ja?",Ross,neutral,529
2,528,"Sie ist nicht hier, weil ich ein 'bezaubernder Zuhörer' bin,",Ross,neutral,529
3,528,"Ross, sie macht sich an dich ran, weil sie sich an mir rächen will.",Rachel,anger,529
4,528,Ich kann wirklich auf mich selbst aufpassen. Bis dann.,Ross,neutral,529
5,528,Wow.,Ross,neutral,529
6,528,Wow.,Ross,surprise,529
7,528,Ähm... Das war übrigens deine Schwester.,Ross,neutral,529
8,528,"Sie hat gesagt, dass du mich ausnutzt. Ha.",Ross,neutral,529
9,528,Und?,Jill,neutral,529
0,529,"Ähm, ok.",Phoebe,sadness,530
1,529,"- Na ja, wissen Sie, es tut mir leid. - Was wollen Sie eigentlich hier?",Phoebe Sr,surprise,530
2,529,Ich wollte Ihren Eiswürfelbehälter auffüllen.,Phoebe,neutral,530
3,529,Was?,Phoebe Sr,surprise,530
4,529,"Na gut, ok, also. Häh. (RÄUSPERT SICH)",Phoebe,neutral,530
5,529,"Dieses Foto habe ich mitgenommen. Weil ich weiß, dass das mein Vater ist.",Phoebe,anger,530
6,529,"Dieses Foto habe ich mitgenommen. Weil ich weiß, dass das mein Vater ist.",Phoebe,anger,530
7,529,"Das ist Frank Buffay, und Sie können nicht leugnen, dass Sie die Frau sind!",Phoebe,anger,530
8,529,"Es ist doch mein Recht, zu erfahren, wer mein Vater ist.",Phoebe,anger,530
9,529,Ok.,Phoebe,anger,530
10,529,"Also, wenn Sie können, dann helfen Sie mir bitte, meinen Vater zu finden.",Phoebe,anger,530
11,529,"Und wenn Sie mir nicht helfen, dann sind Sie gemein!",Phoebe,anger,530
12,529,"Na gut, und nun sagen Sie mir die Wahrheit, ok?",Phoebe,anger,530
13,529,Der Mann auf diesem Foto ist Chuck Mangione.,Phoebe Sr,neutral,530
14,529,Mein Vater heißt Chuck Mangione?,Phoebe,surprise,530
15,529,"Nein, nein, das da ist Chuck Mangione.",Phoebe Sr,neutral,530
16,529,"Und so leid es mir tut, ich kann Ihnen nicht sagen, wo Ihr Vater ist.",Phoebe Sr,sadness,530
17,529,Oh.,Phoebe,sadness,530
18,529,NOT FOUND,Phoebe Sr,neutral,530
19,529,"dass es Ihr Recht ist, etwas über Ihren Vater zu erfahren.",Phoebe Sr,neutral,530
20,529,"Und deswegen werde ich jetzt, äh...",Phoebe Sr,neutral,530
21,529,Ich bin deine Mutter.,Phoebe Sr,neutral,530
22,529,Häh?,Phoebe,surprise,530
23,529,"Ich wollte es dir eigentlich schon gestern sagen, aber ich...",Phoebe Sr,sadness,530
0,530,NOT FOUND,A Student,surprise,531
1,530,NOT FOUND,Ross,surprise,531
2,530,(MIT BRITISCHEM AKZENT): Was ist denn das für eine unsinnige Frage?,Ross,fear,531
3,530,(MIT NORMALER STIMME): Ich will ehrlich sein. Ich bin kein Engländer.,Ross,sadness,531
4,530,Ich bin von Long Island.,Ross,neutral,531
5,530,"Wie gesagt, ich bin sehr nervös. Und deswegen habe ich auch",Ross,sadness,531
6,530,"Ha, ha. Es tut mir leid.",Ross,sadness,531
7,530,Dann werde ich jetzt wieder zur Vorlesung zurückkommen.,Ross,neutral,531
8,530,"Äh, haben Sie denn nun noch irgendwelche Fragen?",Ross,neutral,531
9,530,Zum Thema Paläontologie?,Ross,neutral,531
10,530,Ich wollte hier einen guten Eindruck machen.,Ross,anger,531
11,530,"Das habe ich vermasselt,",Ross,sadness,531
12,530,"aber es ist mir sehr wichtig, dass Sie eine hohe Meinung von mir haben,",Ross,neutral,531
13,530,"Wenn Sie mir jetzt eine zweite Chance geben würden, wäre ich Ihnen...",Ross,neutral,531
14,530,Bist du verrückt geworden?,Rachel,anger,531
15,530,NOT FOUND,Ross,surprise,531
0,531,"Wohin gehst du, Joe?",Chandler,neutral,532
1,531,Spazieren.,Joey,neutral,532
2,531,"Was dagegen, wenn ich mitkomme?",Chandler,neutral,532
3,531,Eigentlich wäre ich lieber allein. Ich muss meine Gedanken ordnen.,Joey,neutral,532
4,531,Plural?,Chandler,surprise,532
5,531,Das heiße Kindermädchen! Ich muss sie sehen!,Joey,joy,532
6,531,"- Das geht leider nicht. - Heißt das, ich darf sie nicht sehen?",Chandler,neutral,532
7,531,"- Das geht leider nicht. - Heißt das, ich darf sie nicht sehen?",Joey,anger,532
8,531,NOT FOUND,Joey,sadness,532
9,531,"Das gibt's doch nicht! Sie ist eine verbotene Frucht! Es ist,",Joey,sadness,532
10,531,als wäre sie die Prinzessin und ich der Stalljunge.,Joey,sadness,532
11,531,"Hat dir Ross gesagt, ich darf nicht zu ihr?",Joey,neutral,532
12,531,"Ja, das hat er. Daher kann ich dich nicht gehen lassen.",Chandler,neutral,532
13,531,Das heiße Kindermädchen und ich gegen den Rest der Welt!,Joey,anger,532
14,531,Darüber werden große Romane geschrieben.,Chandler,surprise,532
15,531,- Große Romane? - Na gut. Mittelmäßige Pornos.,Joey,neutral,532
0,532,"Wir können das Zeugnis zurückholen, bevor sie es lesen,",Rachel,neutral,533
1,532,"Die Kollegin Betty ist schon früher da, weil sie noch frühstückt.",Rachel,neutral,533
2,532,"- Das ist ja traurig. - Ja, Betty ist traurig.",Tag,sadness,533
3,532,"- Das ist ja traurig. - Ja, Betty ist traurig.",Rachel,neutral,533
4,532,Na gut.,Tag,joy,533
5,532,"- Ok. - Na, dann los.",Rachel,joy,533
6,532,"Hallo, Rachel. Hätten Sie eine Minute?",Mr. Zelner,neutral,533
7,532,Vergiss den Plan.,Rachel,neutral,533
8,532,Ich wollte gern mit Ihnen beiden sprechen.,Mr. Zelner,neutral,533
9,532,"Können wir Ihnen etwas anbieten? Denn ich habe da was Süßes, hier.",Rachel,neutral,533
0,533,"Cassie, gefällt dir denn dein Zimmer?",Phoebe,neutral,534
1,533,"CASSIE: Oh ja! Vielen Dank, dass ich bei dir wohnen darf.",Cassie,neutral,534
2,533,"Oh, das ist kein Problem. Ich habe...",Phoebe,joy,534
3,533,Was ist?,Cassie,surprise,534
0,534,"Sie sind aus Eisen! Nein, Sie sind aus Stahl!",Hoshi,neutral,535
1,534,"Sie sind aus Eisen! Nein, Sie sind aus Stahl!",Hoshi,joy,535
2,534,wenn ich Ihre Computerhotline anrufe?,Hoshi,anger,535
3,534,Wir haben nicht genug Personal. Und nun bitte wieder zu meinem Training.,Pete,neutral,535
0,535,"Es gibt so viele Männer, warum musst du dich mit Chip verabreden?",Rachel,surprise,536
1,535,Wir zwei sind auf verschiedene Highschools gegangen.,Monica,neutral,536
2,535,"Jetzt hör auf zu spinnen, wir waren auf derselben Highschool!",Rachel,neutral,536
3,535,Du durftest auf seinem Motorrad und seine Jacke anziehen.,Monica,neutral,536
4,535,"Und ich war auf der, wo meine Uniform angefertigt werden musste.",Monica,sadness,536
5,535,Die wurde extra angefertigt?,Rachel,surprise,536
6,535,NOT FOUND,Monica,neutral,536
7,535,"Sie haben mir erzählt, dass das unser neues Maskottchen ist.",Rachel,surprise,536
8,535,"Ich hätte niemals die Chance gekriegt, mich mit einem Chip zu verabreden.",Monica,surprise,536
9,535,Die Dicke in mir möchte sich mit ihm treffen. Das bin ich ihr schuldig.,Monica,joy,536
10,535,Die Dicke in mir möchte sich mit ihm treffen. Das bin ich ihr schuldig.,Monica,neutral,536
11,535,Sie durfte fast nie was essen.,Monica,neutral,536
12,535,"-Gut, ok, triff dich mit ihm. -Ja, wirklich?",Rachel,neutral,536
13,535,NOT FOUND,Monica,surprise,536
14,535,"Versprich mir, ihn sitzen zu lassen, um mit einem anderen zu schlafen.",Rachel,neutral,536
15,535,"Ich tue, was ich kann.",Monica,neutral,536
0,536,"Ich wollte mit dir reden wegen der Frau, mit der du tanzt.",Joey,neutral,537
1,536,Ja. Aha. Verstehe.,Joey,neutral,537
2,536,"Ich hatte vor, sie zu küssen, wenn das neue Jahr eingezählt wird.",Joey,joy,537
3,536,Du kannst mit meiner tanzen.,Joey,anger,537
4,536,"Nein, aber ich hoffe, dass sich das ändert.",Joey,neutral,537
0,537,"- Ihr Hass geht ja nicht gegen dich. - Ja, aber gegen Pottery Barn?",Rachel,anger,538
1,537,"Ha, ja.",Ross,sadness,538
2,537,"Sie will einfach nur, dass ihre Möbel einzigartig sind.",Rachel,neutral,538
3,537,"Hm. Weißt du, was überhaupt nicht einzigartig ist? Ein Zwilling.",Ross,anger,538
4,537,Dann können wir das Licht ausmachen und ab geht der Film.,Rachel,joy,538
5,537,"- Ist gut. Oh, cool! Tolle Decke! - Ja? Gefällt sie dir?",Phoebe,joy,538
6,537,"- Willst du wissen, wo es die gibt? - Ja.",Ross,joy,538
7,537,"- Willst du wissen, wo es die gibt? - Ja.",Phoebe,joy,538
8,537,Die hat er auch vom Flohmarkt.,Rachel,joy,538
9,537,Warum kaufst du eine Decke auf dem Flohmarkt?,Phoebe,disgust,538
0,538,Joey?,Rachel,neutral,539
1,538,"Was denkst du, was ich gleich zu ihr sage?",Joey,neutral,539
2,538,"Bin ich die Einzige, die sie nicht heiß findet? Ross?",Rachel,surprise,539
3,538,"- Sie ist nicht unattraktiv, aber... - Stimmt.",Ross,surprise,539
4,538,Danke.,Rachel,joy,539
5,538,Rachel ist weg.,Chandler,neutral,539
6,538,"So heiß, dass ich mich letzte Nacht in den Schlaf heulte.",Rachel,sadness,539
0,539,NOT FOUND,Monica,sadness,540
1,539,Und rate mal was?,Joey,surprise,540
2,539,"Der hässliche, nackte Kerl verlegt Küchenfliesen.",Monica,disgust,540
3,539,"Ich denke, wenn ich das für ihren Bruder mache",Joey,disgust,540
5,539,ich hab einen Riesenfehler gemacht. Ich hätte nie Schluss machen sollen.,Joey,sadness,540
0,540,Als ich zu dir unter die Dusche sprang?,Ross,joy,541
1,540,"Ja, aber irgendwann haben wir bestimmt eine Wohnung mit 2 Badezimmern.",Carol,joy,541
2,540,"Ich, äh, habe mir überlegt, dass wir 2 vielleicht",Ross,neutral,541
3,540,NOT FOUND,Carol,surprise,541
4,540,"- Wie meinst du das? - Carol, unser Sexleben. Es...",Ross,sadness,541
5,540,"- Dad! - Hallo, mein kleiner Schatz!",Ross,joy,541
6,540,"Wie wär's, wenn du dir die Schuhe anziehen würdest?",Ross,neutral,541
7,540,"Zeig Dad, dass du dir die Schuhe zubinden kannst, in deinem Zimmer.",Ross,joy,541
8,540,Yeah!,Ross,joy,541
9,540,Yeah!,Ben,joy,541
10,540,Yeah!,Ross,joy,541
11,540,"ein paar neue Dinge ausprobieren sollten, nur so aus Spaß.",Ross,neutral,541
12,540,NOT FOUND,Ross,neutral,541
13,540,NOT FOUND,Carol,surprise,541
14,540,wenn wir uns gegenseitig fesseln würden?,Ross,joy,541
15,540,"Ähm, manche Menschen füttern sich von Zeit zu Zeit gegenseitig.",Ross,neutral,541
16,540,Ja.,Ross,disgust,541
17,540,"Ähm, oder wir könnten uns z.B. unanständige Sachen sagen. Äh, ha.",Ross,neutral,541
18,540,"Ähm, oder wir könnten uns z.B. unanständige Sachen sagen. Äh, ha.",Ross,neutral,541
19,540,NOT FOUND,Carol,joy,541
0,541,"Wer kam auf die Idee, dass alle im Diner Rollschuh fahren sollen?",Rachel,neutral,542
1,541,Irgendein idiotischer Gast hat diesen Tipp in den Gästebriefkasten geworfen.,Monica,anger,542
2,541,- Sie haben meine Idee aufgegriffen! - Du warst das?,Phoebe,surprise,542
3,541,- Sie haben meine Idee aufgegriffen! - Du warst das?,Monica,surprise,542
4,541,Ok. Und weiter geht's.,Phoebe,joy,542
5,541,Ich habe dir einen Kakao gemacht.,Gunther,neutral,542
6,541,- Das darf nicht wahr sein! Alles ok? - Habt ihr euch etwa wehgetan?,Phoebe,surprise,542
7,541,- Das darf nicht wahr sein! Alles ok? - Habt ihr euch etwa wehgetan?,Gunther,surprise,542
8,541,Oje!,Joey,surprise,542
0,542,NOT FOUND,Rachel,anger,543
1,542,- Was wollen Sie? - Meinen Mantel.,Joshua,neutral,543
2,542,Das erledigen wir schon.,Rachel,surprise,543
0,543,"Ich sagte doch, dass ich noch nicht soweit wäre...",Joshua,neutral,544
1,543,- Das ist nicht wahr? - Doch.,Rachel,fear,544
2,543,NOT FOUND,Joshua,neutral,544
3,543,Aber...,Rachel,joy,544
4,543,Aber...,Joshua,neutral,544
5,543,Dieses 'Aber' gefällt mir sehr.,Rachel,surprise,544
6,543,Wollen wir nicht reingehen und noch einen Kaffee trinken?,Rachel,neutral,544
7,543,NOT FOUND,Joshua,neutral,544
8,543,NOT FOUND,Rachel,neutral,544
0,544,"Phoebe, hast du die Kartoffeln schon...?",Monica,anger,545
1,544,"Ich dachte, wir rühren sie und werfen ein paar Zwiebeln und Erbsen hinein.",Phoebe,sadness,545
2,544,Wozu soll das gut sein?,Monica,surprise,545
3,544,bevor sie starb.,Phoebe,sadness,545
4,544,Ok. Dann gibt's eben auch Kartoffeln à la Phoebe.,Monica,neutral,545
5,544,"Was war das? Oh, entschuldige. Tut mir wirklich leid, wirklich.",Rachel,joy,545
6,544,"Es ist unglaublich, aber wahr. Der Superhund ist abgehauen.",Chandler,surprise,545
7,544,"- Der Ballon? - Nein, natürlich die Comicfigur.",Joey,neutral,545
8,544,"- Der Ballon? - Nein, natürlich die Comicfigur.",Chandler,neutral,545
9,544,"Ich kann nicht, ich muss los.",Rachel,neutral,545
10,544,Ein 25 m großer aufgeblasener Hund über der Stadt. Wie oft kommt das vor?,Chandler,surprise,545
11,544,So gut wie nie.,Phoebe,anger,545
12,544,- Schlüssel nicht vergessen. - Ok.,Monica,neutral,545
13,544,Ok.,Rachel,neutral,545
0,545,Was denkt ihr?,Monica,neutral,546
1,545,Ich denke gar nichts.,Joey,neutral,546
2,545,Welche könnte es wohl sein?,Rachel,neutral,546
3,545,"- Kann ich euch helfen? - Oh, nein, danke.",Teacher,neutral,546
4,545,"Wir sind nur hier, um zu beobachten.",Monica,neutral,546
5,545,"Ja, denn in einem Tanzkurs",Teacher,neutral,546
6,545,Hat sie uns gemeint?,Rachel,neutral,546
7,545,"Ja, denn in einem Tanzkurs",Phoebe,neutral,546
8,545,Welche ist wohl die vermeintliche Monica?,Monica,anger,546
9,545,"Letzte Woche stellte ich empört fest, dass einige Becher auf dem Boden lagen.",Teacher,anger,546
10,545,Die ist wie du.,Rachel,neutral,546
11,545,"5, 6, 5, 6, 7, 8 und...",Teacher,neutral,546
12,545,"Also, ich pack das hier nicht.",Monica,anger,546
13,545,Ich finde das ganz leicht.,Phoebe,joy,546
14,545,"Habt ihr nicht auch das Gefühl, dass eure Bewegungen unkoordiniert sind?",Monica,sadness,546
15,545,Ich konnte das vorher auch nicht. Ist ganz einfach.,Rachel,surprise,546
16,545,Das war nicht so übel. Jetzt nimmt sich jeder eine Partnerin.,Teacher,neutral,546
17,545,Ich höre meine tote Mutter schreien. Du sollst es sein. Ich tanze mit Rachel.,Phoebe,neutral,546
18,545,"Na, großartig. Genau wie früher im Sportunterricht.",Monica,disgust,546
0,546,"Ich hab mir das eingebildet, oder bin ich schon verrückt?",Rachel,surprise,547
1,546,"- Wow. - Ha, ha.",Barry,neutral,547
2,546,Dieses kleine Schüsselchen ist reizend.,Rachel,joy,547
0,547,Ist das nicht schön? So ruhig. Ich könnte den ganzen Tag hier liegen.,Chandler,joy,548
1,547,Ich weiß.,Monica,neutral,548
2,547,"- Vorhang auf! Vorhang auf! - Bin ich froh, dass wir Nachbarn sind.",Rachel,joy,548
3,547,"- Vorhang auf! Vorhang auf! - Bin ich froh, dass wir Nachbarn sind.",Chandler,joy,548
4,547,NOT FOUND,Monica,joy,548
5,547,- Reserviere Plätze. - Ok.,Chandler,anger,548
6,547,- Ich hole Zeitschriften und Sonnenmilch. - Ross hält in 45 Minuten seine Rede.,Monica,neutral,548
7,547,- Ich hole Zeitschriften und Sonnenmilch. - Ross hält in 45 Minuten seine Rede.,Chandler,neutral,548
10,547,"ROSS: Die Wände sind ziemlich dünn, Leute.",Ross,anger,548
0,548,"Und bei allem Respekt, ich würde gern Flüssigkeiten spenden.",Joey,joy,549
1,548,Wir sind am Ende unserer Forschung und suchen keine Bewerber.,Receptionist,neutral,549
2,548,Schade. Ich habe mich sozusagen aufgespart.,Joey,sadness,549
3,548,"- Hier steht, was durchgeführt wird. - Danke.",Receptionist,neutral,549
4,548,Das fängt doch gerade an.,Joey,neutral,549
5,548,Das ist eine Zwillingsstudie. Wir brauchen eineiige Zwillinge.,Receptionist,neutral,549
6,548,Es gibt $2.000 dafür!,Joey,surprise,549
7,548,- Tut mir leid. - Oh.,Receptionist,sadness,549
8,548,'Untersuchung von Joey Tribbiani auf attraktive Frauen an der Rezeption.',Joey,neutral,549
9,548,Da wurden ganz schlechte Ergebnisse erzielt.,Receptionist,joy,549
0,549,NOT FOUND,Monica,neutral,550
0,550,In den letzten Sekunden hat sich nicht viel geändert.,Phoebe,neutral,551
1,550,Da irrst du dich. Ich habe gebacken!,Monica,joy,551
2,550,Ich bin satt von deinen Kartoffel-Chips.,Phoebe,neutral,551
3,550,"Oh. Aber du solltest sie jetzt essen, weil sie ganz warm aus dem Ofen sind.",Monica,joy,551
4,550,Oh.,Phoebe,neutral,551
5,550,Das krümelt ins Bett! Keine Krümel!,Monica,joy,551
6,550,"(MIT ZUSAMMENGEBISSENEN ZÄHNEN) Gut, ich komme gleich raus.",Phoebe,neutral,551
7,550,Oh.,Monica,neutral,551
8,550,NOT FOUND,Monica,neutral,551
9,550,- Was soll das? - Die lässt sich nicht verschließen.,Phoebe,neutral,551
0,551,Da drin stinkt's immer noch wie im Affenhaus.,Monica,disgust,552
1,551,NOT FOUND,Julie,neutral,552
2,551,"Es war ein sehr schöner Abend, aber jetzt bin ich müde.",Chandler,neutral,552
3,551,"- Ich auch, wir sollten gehen. - RACHEL: Nein.",Joey,neutral,552
4,551,NOT FOUND,Stephanie,neutral,552
0,552,Jetzt kommt die Kamera.,Monica,neutral,553
1,552,"Gut, das macht ja nichts. Sei schön cool.",Ross,neutral,553
2,552,- Wieso sind wir nie im Bild? - Ah!,Ross,neutral,553
3,552,Wir müssen auf eine der Plattformen.,Monica,neutral,553
4,552,Die werden andauernd gefilmt.,Monica,neutral,553
5,552,Gut.,Ross,neutral,553
6,552,"Was habt ihr gemacht, um da oben tanzen zu dürfen?",Ross,joy,553
7,552,Dass man sich ein Unterhöschen anzieht hast du nicht gelernt?,Monica,joy,553
8,552,Was?,Ross,joy,553
9,552,"- Hey, du kannst gut tanzen. - Wirklich?",Janine,surprise,553
10,552,Was?,Joey,surprise,553
11,552,Du musst nur in den Hüften lockerer werden.,Janine,neutral,553
12,552,- Wie meinst du das? - Ich zeig's dir.,Joey,neutral,553
13,552,JOEY: Ja.,Janine,neutral,553
14,552,"Dann fühlst du den Rhythmus. Ist doch super, oder?",Janine,neutral,553
15,552,JOEY: Ja.,Joey,neutral,553
16,552,Du wirst mit dem Mädchen da tanzen.,Director,neutral,553
17,552,NOT FOUND,Joey,joy,553
18,552,Du wirst mit dem Langen tanzen. Langer! Heb deine Hand!,Director,neutral,553
19,552,Bitte lass mich mit ihr weitertanzen. Ich habe vielleicht eine Chance.,Joey,sadness,553
20,552,Meinst du wirklich? Ich nicht.,Director,anger,553
0,553,Wieso ist er denn noch immer nicht zu Hause?,Rachel,anger,554
1,553,MONICA: Ist da jemand?,Monica,anger,554
2,553,"Oh ja, ich bin's! Entschuldigt.",Rachel,neutral,554
3,553,CHANDLER: Was machst du denn da?,Chandler,neutral,554
4,553,"Ähm, ich sehe bloß ein bisschen zum Fenster raus.",Rachel,neutral,554
5,553,NOT FOUND,Chandler,neutral,554
6,553,Oh. Da nimmt er sie einfach mit in seine Wohnung.,Rachel,neutral,554
7,553,Ist das deine Schwester?,Monica,surprise,554
8,553,NOT FOUND,Rachel,neutral,554
9,553,"Ross hat ein Rendezvous mit deiner Schwester? Merkwürdig, oder?",Monica,disgust,554
10,553,"Oh, mein Gott, er zieht ihr die Sachen aus!",Rachel,sadness,554
11,553,"Nein, er nimmt ihr nur die Jacke ab.",Chandler,disgust,554
12,553,"RACHEL: Ach, wie furchtbar.",Rachel,disgust,554
0,554,Ross? Warte!,Elizabeth,sadness,555
1,554,"Elizabeth, Gott sei Dank, ich dachte gerade, ob ich...",Ross,joy,555
2,554,Du Drecksack!,Elizabeth,anger,555
3,554,Was?,Ross,anger,555
4,554,NOT FOUND,Ross,anger,555
0,555,- Hey. - Hey.,Joey,neutral,556
1,555,- Hey. - Hey.,Ross,neutral,556
2,555,"Wenn du hergekommen bist, um mich zu verprügeln, das verdiene ich.",Joey,sadness,556
3,555,"Nein, das hab ich doch gar nicht vor.",Ross,neutral,556
4,555,Und was dann? Trittst du mich?,Joey,anger,556
5,555,Nein.,Ross,neutral,556
6,555,Was soll ich denn jetzt machen?,Joey,surprise,556
0,556,Ihre Lieferung ging raus. Und das wurde vergessen.,Katie,neutral,557
1,556,"Das Einzige, was noch im Laden war. Kein Wunder, dass Sie das gemerkt haben.",Ross,neutral,557
2,556,"Ich muss gestehen, dass Lieferungen nicht zu meinen Aufgaben gehören.",Katie,neutral,557
3,556,Oh.,Ross,neutral,557
4,556,"Nein, ich würde gerne mit Ihnen was trinken gehen.",Katie,fear,557
5,556,"Oh, wow. Furchtbar gern. Hört sich gut an.",Ross,joy,557
6,556,NOT FOUND,Katie,joy,557
7,556,"Du bist ein geiles Miststück. Nein, du bist ein geiles Miststück.",Rachel,anger,557
0,557,"Chandler, du hast einen sehr guten Geschmack, was Männer angeht.",Rachel,joy,558
1,557,"Wie der Vater, so der Sohn.",Chandler,neutral,558
2,557,Patrick und ich hatten viel Spaß miteinander.,Rachel,joy,558
3,557,Du suchst doch nichts Ernsthaftes. Du warst doch auf ein Abenteuer aus.,Chandler,surprise,558
4,557,"Das hast du ihm doch nicht etwa gesagt, oder?",Rachel,fear,558
5,557,"Äh, nein?",Chandler,neutral,558
6,557,"Du hast gesagt, dass ich nur auf ein Abenteuer aus bin?",Rachel,anger,558
8,557,"Du erzählst ihm, dass ich nur auf ein Abenteuer aus bin, und jetzt hat er",Rachel,sadness,558
0,558,"Ich bin wieder in der Highschool, stehe mitten in der Cafeteria,",Chandler,neutral,559
1,558,MONICA: Den Traum hatte ich auch schon mal.,All,neutral,559
2,558,"Dann schaue ich runter und erkenne, dass da ein Telefon ist.",Chandler,surprise,559
3,558,"- Statt deinem... - Ja, das meine ich!",Joey,surprise,559
4,558,NOT FOUND,Chandler,neutral,559
5,558,MONICA: Den Traum hatte ich noch nie. PHOEBE: Nein.,Joey,neutral,559
6,558,Dort.,Phoebe,neutral,559
7,558,Ganz plötzlich fängt das Telefon an zu klingeln.,Chandler,neutral,559
0,559,Darling! Das Essen ist fertig!,Monica,joy,560
1,559,Was hat meine Küchenchefin für mich gekocht?,Joey,joy,560
2,559,NOT FOUND,Monica,joy,560
3,559,"- Deine Lieblingsgerichte. - Ho-ho-ho, Frittiertes und Käse dazu.",Joey,joy,560
4,559,Und ganz viel davon!,Monica,joy,560
5,559,"Ich danke dir, Liebling. Das finde ich süß von dir.",Joey,joy,560
6,559,"Ja, und weiter, weiter, weiter.",Monica,joy,560
7,559,"Ja, und weiter, weiter, weiter.",Joey,joy,560
0,560,"Irgendwas stimmte mit ihm nicht,",Monica,neutral,561
1,560,sein Kopf baumelte so komisch runter.,Monica,joy,561
2,560,Ich hab da was im Auge. Könntest du bitte im Licht mal nachsehen?,Monica,neutral,561
3,560,"- Oh, mein Gott! - Was?",Monica,surprise,561
4,560,"- Oh, mein Gott! - Was?",Joey,surprise,561
5,560,NOT FOUND,Monica,anger,561
6,560,Sie mögen sich nur.,Joey,neutral,561
7,560,Mehr nicht? Sie hat ihre Zunge in seinem Ohr.,Monica,disgust,561
8,560,Reg dich nicht auf. Du bist auch manchmal ziemlich zärtlich zu Ross.,Joey,neutral,561
9,560,"Joey, das ist krank. Es ist abstoßend. Es ist...",Monica,disgust,561
10,560,"Wer will schon sagen, was wahr ist?",Joey,neutral,561
11,560,"Wer will schon sagen, was wahr ist?",Monica,disgust,561
12,560,"Ich bin nicht stolz drauf, ok?",Joey,neutral,561
13,560,Ja.,Monica,surprise,561
14,560,Ja.,Joey,surprise,561
15,560,"- Ich geh jetzt! - He, warte! Warte!",Monica,disgust,561
16,560,"Er gefällt dir, ich mag Angela.",Joey,neutral,561
17,560,Wirklich?,Monica,surprise,561
18,560,Ich hab eine Idee. Wir beide arbeiten zusammen und,Joey,neutral,561
0,561,"Hi, wir möchten bitte eine Hochzeit.",Chandler,joy,562
1,561,Wir beide wollen heiraten.,Monica,joy,562
2,561,(BEIDE) Ist gut.,Monica,neutral,562
3,561,(SUMMT 'POMP AND CIRCUMSTANCE'),Chandler,joy,562
4,561,Was soll das?,Monica,neutral,562
5,561,Was soll das?,Chandler,neutral,562
6,561,NOT FOUND,Monica,neutral,562
7,561,"Ja, ich verstehe. Ok, es ist so weit.",Chandler,joy,562
8,561,Du willst wirklich heiraten?,Monica,neutral,562
9,561,"Hallo, Mrs. Ross!",Ross,joy,562
10,561,"Oh, hallo, Mr. Rachel!",Rachel,joy,562
11,561,Was war das denn?,Rachel,neutral,562
0,562,Würdest du auch als Leihmutter einspringen?,Monica,neutral,563
1,562,"Käme drauf an, für wen.",Rachel,neutral,563
2,562,Für mich vielleicht?,Monica,neutral,563
3,562,"Oh, Monica, na, sicher!",Rachel,neutral,563
4,562,- Wirklich? - Ja.,Monica,surprise,563
5,562,"- Du fragst nur so, hoffe ich? - Natürlich.",Rachel,surprise,563
6,562,NOT FOUND,Monica,neutral,563
7,562,Na klar würde ich das machen.,Rachel,joy,563
8,562,"Ich danke dir! Oh, danke, Monica!",Kathy,joy,563
0,563,"Du wirst es nicht glauben! Joshua war heute da. Weißt du, was passiert ist?",Rachel,joy,564
1,563,- Ihr seid verabredet! - Nein.,Monica,surprise,564
2,563,Ich zeigte ihm Manschettenknöpfe und habe seinen Puls gefühlt.,Rachel,joy,564
